,caption,caption_list
23454,"RT @TheNinjaGeneral: Want to Boost Arousal? Try One of These Cannabis Strains for Penis-Having Folks

https://t.co/svrE4ywYQp

#MEDkraft #C","['boost', 'arousal', 'try', 'cannabis', 'strains', 'penis-having', 'folks', 'https', '//t.co/svre4ywyqp', 'medkraft']"
23463,"RT @TheNinjaGeneral: Sexperts Weigh In on THC- and CBD-Infused Lube (Exclusive)

https://t.co/QybuPqHOdV

#CBD #CBDOIL #cbdhealth #cbdhemp","['sexperts', 'weigh', 'thc-', 'cbd-infused', 'lube', 'exclusive', 'https', '//t.co/qybupqhodv', 'cbd', 'cbdoil', 'cbdhealth', 'cbdhemp']"
23472,RT @TheNinjaGeneral: Patients who received CBD infused products experienced overall reduced anxiety levels. Multiple recent studies have sh,"['patients', 'received', 'cbd', 'infused', 'products', 'experienced', 'overall', 'reduced', 'anxiety', 'levels', 'multiple', 'recent', 'studies', 'sh']"
23481,"RT @TheNinjaGeneral: What I didn't know about CBD + sex (but I'm so glad I do now)

https://t.co/N2mMyTCdJD

#cbd #cbdoil #cbdwellness #cbd","[""n't"", 'know', 'cbd', 'sex', ""'m"", 'glad', 'https', '//t.co/n2mmytcdjd', 'cbd', 'cbdoil', 'cbdwellness', 'cbd']"
23490,"RT @TheNinjaGeneral: Can CBD Benefit Your Immune System?

https://t.co/oQDQKWN9DZ

#cbd #cbdoil #cbdproducts #cbdhealth #cbdheals #cbdhelps","['cbd', 'benefit', 'immune', 'system', 'https', '//t.co/oqdqkwn9dz', 'cbd', 'cbdoil', 'cbdproducts', 'cbdhealth', 'cbdheals', 'cbdhelps']"
23517,"RT @TheNinjaGeneral: Can delta-8 THC provide some of the benefits of pot  with less paranoia and anxiety?

https://t.co/igVjy7pFJh

#CBD #","['delta-8', 'thc', 'provide', 'benefits', 'less', 'paranoia', 'anxiety', 'https', '//t.co/igvjy7pfjh', 'cbd']"
23535,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
23536,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
23537,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
23538,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
23544,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
23545,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
23546,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
23553,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
23554,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
23555,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
23556,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
23562,"RT @KannabiaSeeds:  BABY BOOM AUTO  by #KannabiaSeeds @IntKannabia @Kannabia_US
 Gracias al amigo #kannabista @seedsarg 
 #BabyBo","['baby', 'boom', 'auto', 'gracias', 'amigo', 'kannabista', 'babybo']"
23563,"RT @KannabiaSeeds:  BABY BOOM AUTO  by #KannabiaSeeds @IntKannabia @Kannabia_US
 Gracias al amigo #kannabista @seedsarg 
 #BabyBo","['baby', 'boom', 'auto', 'gracias', 'amigo', 'kannabista', 'babybo']"
23564,"RT @KannabiaSeeds:  BABY BOOM AUTO  by #KannabiaSeeds @IntKannabia @Kannabia_US
 Gracias al amigo #kannabista @seedsarg 
 #BabyBo","['baby', 'boom', 'auto', 'gracias', 'amigo', 'kannabista', 'babybo']"
23580,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perrym","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perrym']"
23581,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perrym","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perrym']"
23582,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perrym","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perrym']"
23583,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perrym","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perrym']"
23589,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
23590,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
23591,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
23592,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
23598,"RT @todd_harrison: CANNABIS INDUSTRY NOW SUPPORTS 428,059 FULL-TIME JOBS IN U.S

^ none of which are recognized by the BLS 

 #cannab","['cannabis', 'industry', 'supports', '428,059', 'full-time', 'jobs', 'u.s', 'none', 'recognized', 'bls', 'cannab']"
23607,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
23608,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
23609,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
23610,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
23625,"RT @KannabiaSeeds: ""FEEL UP"" (Vol.1) by @DJVadim en @SoulbeatsMsc 
500 copias de este disco llevan de regalo un pack de 3 unidades de #","['``', 'feel', ""''"", 'vol.1', '500', 'copias', 'disco', 'llevan', 'regalo', 'pack', 'unidades']"
23634,"RT @IntKannabia:  SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista friend @perr","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'friend', 'perr']"
23635,"RT @IntKannabia:  SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista friend @perr","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'friend', 'perr']"
23636,"RT @IntKannabia:  SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista friend @perr","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'friend', 'perr']"
23637,"RT @IntKannabia:  SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista friend @perr","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'friend', 'perr']"
23652,"RT @todd_harrison: NCAA loosens marijuana rules for college athletes

The NCAA said Friday it was raising the allowable THC limits in its m","['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']"
23760,"RT @todd_harrison: NCAA loosens marijuana rules for college athletes

The NCAA said Friday it was raising the allowable THC limits in its m","['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']"
23787,"RT @TheNinjaGeneral: What are some of the top cannabis strains for sex?

https://t.co/ouRCZsedlR

#CBD #CBDOIL #cannabiscommunity #cannabis","['top', 'cannabis', 'strains', 'sex', 'https', '//t.co/ourczsedlr', 'cbd', 'cbdoil', 'cannabiscommunity', 'cannabis']"
23796,"RT @TheNinjaGeneral: Want to Boost Arousal? Try One of These Cannabis Strains for Penis-Having Folks

https://t.co/svrE4ywYQp

#MEDkraft #C","['boost', 'arousal', 'try', 'cannabis', 'strains', 'penis-having', 'folks', 'https', '//t.co/svre4ywyqp', 'medkraft']"
23805,"RT @TheNinjaGeneral: Sexperts Weigh In on THC- and CBD-Infused Lube (Exclusive)

https://t.co/QybuPqHOdV

#CBD #CBDOIL #cbdhealth #cbdhemp","['sexperts', 'weigh', 'thc-', 'cbd-infused', 'lube', 'exclusive', 'https', '//t.co/qybupqhodv', 'cbd', 'cbdoil', 'cbdhealth', 'cbdhemp']"
23841,RT @TheNinjaGeneral: Patients who received CBD infused products experienced overall reduced anxiety levels. Multiple recent studies have sh,"['patients', 'received', 'cbd', 'infused', 'products', 'experienced', 'overall', 'reduced', 'anxiety', 'levels', 'multiple', 'recent', 'studies', 'sh']"
23850,"RT @TheNinjaGeneral: What I didn't know about CBD + sex (but I'm so glad I do now)

https://t.co/N2mMyTCdJD

#cbd #cbdoil #cbdwellness #cbd","[""n't"", 'know', 'cbd', 'sex', ""'m"", 'glad', 'https', '//t.co/n2mmytcdjd', 'cbd', 'cbdoil', 'cbdwellness', 'cbd']"
23859,"RT @TheNinjaGeneral: Can CBD Benefit Your Immune System?

https://t.co/oQDQKWN9DZ

#cbd #cbdoil #cbdproducts #cbdhealth #cbdheals #cbdhelps","['cbd', 'benefit', 'immune', 'system', 'https', '//t.co/oqdqkwn9dz', 'cbd', 'cbdoil', 'cbdproducts', 'cbdhealth', 'cbdheals', 'cbdhelps']"
23868,"RT @TheNinjaGeneral: Can delta-8 THC provide some of the benefits of pot  with less paranoia and anxiety?

https://t.co/igVjy7pFJh

#CBD #","['delta-8', 'thc', 'provide', 'benefits', 'less', 'paranoia', 'anxiety', 'https', '//t.co/igvjy7pfjh', 'cbd']"
23895,RT @ganjapreneur: A #California proposal is seeking to suspend the state's #cannabis #cultivation tax and increase its retail excise tax to,"['california', 'proposal', 'seeking', 'suspend', 'state', ""'s"", 'cannabis', 'cultivation', 'tax', 'increase', 'retail', 'excise', 'tax']"
23931,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/WmwDpFFMXa,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/wmwdpffmxa']"
23985,"RT @AnaemekaJay: We believe in #TranshumanCoin project because @transhumancoin is way beyond #cryptocurrency.
It's the future. And that's w","['believe', 'project', 'way', 'beyond', 'cryptocurrency', ""'s"", 'future', ""'s"", 'w']"
23986,"RT @AnaemekaJay: We believe in #TranshumanCoin project because @transhumancoin is way beyond #cryptocurrency.
It's the future. And that's w","['believe', 'project', 'way', 'beyond', 'cryptocurrency', ""'s"", 'future', ""'s"", 'w']"
24021,"RT @MimiTexasAngel: #Cannabis extract in a Capsule saves me from #Cancer 
Smoking #Weed keeps me loving my Brothers and Sisters 
#God deliv","['cannabis', 'extract', 'capsule', 'saves', 'cancer', 'smoking', 'weed', 'keeps', 'loving', 'brothers', 'sisters', 'god', 'deliv']"
24111,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
24120,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
24165,"RT @TheNinjaGeneral: What are some of the top cannabis strains for sex?

https://t.co/ouRCZsedlR

#CBD #CBDOIL #cannabiscommunity #cannabis","['top', 'cannabis', 'strains', 'sex', 'https', '//t.co/ourczsedlr', 'cbd', 'cbdoil', 'cannabiscommunity', 'cannabis']"
24174,"RT @TheNinjaGeneral: Want to Boost Arousal? Try One of These Cannabis Strains for Penis-Having Folks

https://t.co/svrE4ywYQp

#MEDkraft #C","['boost', 'arousal', 'try', 'cannabis', 'strains', 'penis-having', 'folks', 'https', '//t.co/svre4ywyqp', 'medkraft']"
24183,"RT @TheNinjaGeneral: Sexperts Weigh In on THC- and CBD-Infused Lube (Exclusive)

https://t.co/QybuPqHOdV

#CBD #CBDOIL #cbdhealth #cbdhemp","['sexperts', 'weigh', 'thc-', 'cbd-infused', 'lube', 'exclusive', 'https', '//t.co/qybupqhodv', 'cbd', 'cbdoil', 'cbdhealth', 'cbdhemp']"
24210,RT @TheNinjaGeneral: Patients who received CBD infused products experienced overall reduced anxiety levels. Multiple recent studies have sh,"['patients', 'received', 'cbd', 'infused', 'products', 'experienced', 'overall', 'reduced', 'anxiety', 'levels', 'multiple', 'recent', 'studies', 'sh']"
24219,"RT @TheNinjaGeneral: What I didn't know about CBD + sex (but I'm so glad I do now)

https://t.co/N2mMyTCdJD

#cbd #cbdoil #cbdwellness #cbd","[""n't"", 'know', 'cbd', 'sex', ""'m"", 'glad', 'https', '//t.co/n2mmytcdjd', 'cbd', 'cbdoil', 'cbdwellness', 'cbd']"
24228,"RT @TheNinjaGeneral: Can CBD Benefit Your Immune System?

https://t.co/oQDQKWN9DZ

#cbd #cbdoil #cbdproducts #cbdhealth #cbdheals #cbdhelps","['cbd', 'benefit', 'immune', 'system', 'https', '//t.co/oqdqkwn9dz', 'cbd', 'cbdoil', 'cbdproducts', 'cbdhealth', 'cbdheals', 'cbdhelps']"
24246,"RT @TheNinjaGeneral: Can delta-8 THC provide some of the benefits of pot  with less paranoia and anxiety?

https://t.co/igVjy7pFJh

#CBD #","['delta-8', 'thc', 'provide', 'benefits', 'less', 'paranoia', 'anxiety', 'https', '//t.co/igvjy7pfjh', 'cbd']"
24265,"RT @VancouverSun: Next-day cannabis delivery service to launch in Metro Vancouver next week - via @TheGrowthOp

#Cannabis  https://t.co/kAJ","['next-day', 'cannabis', 'delivery', 'service', 'launch', 'metro', 'vancouver', 'next', 'week', 'via', 'cannabis', 'https', '//t.co/kaj']"
24291,"RT @AnaemekaJay: We believe in #TranshumanCoin project because @transhumancoin is way beyond #cryptocurrency.
It's the future. And that's w","['believe', 'project', 'way', 'beyond', 'cryptocurrency', ""'s"", 'future', ""'s"", 'w']"
24292,"RT @AnaemekaJay: We believe in #TranshumanCoin project because @transhumancoin is way beyond #cryptocurrency.
It's the future. And that's w","['believe', 'project', 'way', 'beyond', 'cryptocurrency', ""'s"", 'future', ""'s"", 'w']"
24327," GNOMO AUTO  by #KannabiaSeeds @IntKannabia @Kannabia_US
 Gracias a un annimo amigo #kannabista 
 https://t.co/XvWykc8pNX","['gnomo', 'auto', 'gracias', 'annimo', 'amigo', 'kannabista', 'https', '//t.co/xvwykc8pnx']"
24328," GNOMO AUTO  by #KannabiaSeeds @IntKannabia @Kannabia_US
 Gracias a un annimo amigo #kannabista 
 https://t.co/XvWykc8pNX","['gnomo', 'auto', 'gracias', 'annimo', 'amigo', 'kannabista', 'https', '//t.co/xvwykc8pnx']"
24336,RT @GotHappyWeed: Happy smokin and keep on tokin! #420 #weed #THC #cannabis,"['happy', 'smokin', 'keep', 'tokin', '420', 'weed', 'thc', 'cannabis']"
24417,"RT @canna_journal: Alberta to add 6% markup to price of wholesale cannabis #cannabis
https://t.co/zhHDcejEwa","['alberta', 'add', 'markup', 'price', 'wholesale', 'cannabis', 'cannabis', 'https', '//t.co/zhhdcejewa']"
24444,"RT @ReyLotto: #LOTTOREY
25/02/2022
12:30 pm
Sorteo#: 5029
12 Caballo 

Quieres plata?JuegaLottoRey
juegal #Legal
#RT #RT 
#25Febrero","['lottorey', '25/02/2022', '12:30', 'pm', 'sorteo', '5029', '12', 'caballo', 'quieres', 'plata', 'juegalottorey', 'juegal', 'legal', '25febrero']"
24489,RT @Ganjly420: Business combination with Silver Spike Acquisition Corp. II (Nasdaq: SPKB) expected to generate gross proceeds of up to $288,"['business', 'combination', 'silver', 'spike', 'acquisition', 'corp.', 'nasdaq', 'spkb', 'expected', 'generate', 'gross', 'proceeds', '288']"
24535,"@antiputler_news https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/Rawoi93G93","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/rawoi93g93']"
24543,"RT @todd_harrison: NJ GOV: Adult-Use Canna Sales Within Weeks

""I hope you're going to see explicit movement in March on medical dispensari","['nj', 'gov', 'adult-use', 'canna', 'sales', 'within', 'weeks', ""''"", 'hope', ""'re"", 'going', 'see', 'explicit', 'movement', 'march', 'medical', 'dispensari']"
24553,"@55unity https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/pC4jQhmD0E","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/pc4jqhmd0e']"
24571,"@newwprojects https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/c1BiK9wInJ","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/c1bik9winj']"
24615,"@POTUS https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic #music https://t.co/jazRoPCGV0","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'music', 'https', '//t.co/jazropcgv0']"
24616,"@POTUS https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic #music https://t.co/jazRoPCGV0","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'music', 'https', '//t.co/jazropcgv0']"
24624,RT @hanfjournal: Die Legalisierung kommt! - Wie werde ich Coffeeshopbesitzer in Deutschland? So lufts:  https://t.co/nRR1nW76OC #cannabis,"['legalisierung', 'kommt', 'coffeeshopbesitzer', 'deutschland', 'lufts', 'https', '//t.co/nrr1nw76oc', 'cannabis']"
24633,RT @hanfjournal: Cannabisfachgeschft in Germany! Wie geht das? So lufts:  https://t.co/oh4t715SOr #cannabis #legal #weedmob #420 #hanf,"['cannabisfachgeschft', 'germany', 'geht', 'lufts', 'https', '//t.co/oh4t715sor', 'cannabis', 'legal', 'weedmob', '420', 'hanf']"
24732,RT @NORML: #NewYork: Governor @GovKathyHochul signed legislation into law this week authorizing state-licensed #hemp growers to obtain temp,"['newyork', 'governor', 'signed', 'legislation', 'law', 'week', 'authorizing', 'state-licensed', 'hemp', 'growers', 'obtain', 'temp']"
24768,"@CihanYedek @Rahman76580802 https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae https://t.co/R0e1R8yHjh","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'https', '//t.co/r0e1r8yhjh']"
24770,"@CihanYedek @Rahman76580802 https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae https://t.co/R0e1R8yHjh","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'https', '//t.co/r0e1r8yhjh']"
24777,"@CihanYedek @Goldtanky https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/v9abiZ5r34","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/v9abiz5r34']"
24779,"@CihanYedek @Goldtanky https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/v9abiZ5r34","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/v9abiz5r34']"
24804,"@CihanYedek @AxelTrus7 https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/p25SfIjMji","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/p25sfijmji']"
24806,"@CihanYedek @AxelTrus7 https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/p25SfIjMji","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/p25sfijmji']"
24814,RT @multitalentfrey: @Karl_Lauterbach sagt bei @TiloJung dass #Legalisierung nicht auf dem Vorhabenzettel fr dieses Jahr steht. Vielleicht,"['sagt', 'legalisierung', 'vorhabenzettel', 'fr', 'jahr', 'steht', 'vielleicht']"
24822,"RT @CLEARUK: VIDEO. Campaigners Hannah Deacon, Matt Hughes of MedCan Support and Professor Mike Barnes, discuss the barriers to accessing m","['video', 'campaigners', 'hannah', 'deacon', 'matt', 'hughes', 'medcan', 'support', 'professor', 'mike', 'barnes', 'discuss', 'barriers', 'accessing']"
24831," COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias a la amiga #kannabista https://t.co/3YJ1gAr5u6","['cookies', 'haze', 'gracias', 'amiga', 'kannabista', 'https', '//t.co/3yj1gar5u6']"
24832," COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias a la amiga #kannabista https://t.co/3YJ1gAr5u6","['cookies', 'haze', 'gracias', 'amiga', 'kannabista', 'https', '//t.co/3yj1gar5u6']"
24833," COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias a la amiga #kannabista https://t.co/3YJ1gAr5u6","['cookies', 'haze', 'gracias', 'amiga', 'kannabista', 'https', '//t.co/3yj1gar5u6']"
24840,RT @AngelOfCannabis: Isn't that something? I remember smoking from my homemade water bottle bong and tinfoil bowl  3-4 hits I was gooooooo,"[""n't"", 'something', 'remember', 'smoking', 'homemade', 'water', 'bottle', 'bong', 'tinfoil', 'bowl', '3-4', 'hits', 'gooooooo']"
24858,"@CihanYedek @OubiEth https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/KaWdc58ZVI","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/kawdc58zvi']"
24860,"@CihanYedek @OubiEth https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/KaWdc58ZVI","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/kawdc58zvi']"
24876,"@CihanYedek @nftparticle https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/on9m60HJLO","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/on9m60hjlo']"
24878,"@CihanYedek @nftparticle https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/on9m60HJLO","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/on9m60hjlo']"
24885,"@CihanYedek @TheBone78 https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/iabKnxOkha","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/iabknxokha']"
24887,"@CihanYedek @TheBone78 https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/iabKnxOkha","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/iabknxokha']"
24894,RT @MMPconnect: #cannabiscommunity #marijuana #cannabis Teenager found in loft of house where cannabis plants consumed the entire property,"['cannabiscommunity', 'marijuana', 'cannabis', 'teenager', 'found', 'loft', 'house', 'cannabis', 'plants', 'consumed', 'entire', 'property']"
24921,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/qoIiPhkqDj,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/qoiiphkqdj']"
